date,activity,calories,distance,intensity,total_time
2018-05-30T16:09:48.180Z,Walking,137.76194763183594,1892.5752348899841,Active,1541.134
2019-07-15T11:36:52.144Z,Biking,224.1956329345703,6290.007657527924,Active,2503.323
2017-11-30T17:59:00.000Z,Walking,23.11666488647461,139.0,Active,300.0
2019-09-25T16:38:58.537Z,Walking,162.7572021484375,1788.8862700462341,Active,1912.962
2019-09-25T17:13:36.451Z,Walking,4.667302131652832,31.42697525024414,Active,54.857
2019-09-25T17:14:31.308Z,Walking,2.4447946548461914,21.998882293701172,Active,28.734820709
2018-02-08T16:53:00.000Z,Walking,69.72418212890625,354.0,Active,780.0
2019-07-16T11:45:31.395Z,Biking,188.8624725341797,6343.974586486816,Active,2108.8
2019-11-02T17:42:30.192Z,Walking,12.967403411865234,203.99855041503906,Active,181.601777188
2019-11-02T17:44:55.982Z,Walking,10.25688648223877,167.39342737197876,Active,127.17596454
2019-11-02T17:47:03.158Z,Walking,30.784610748291016,400.4805450439453,Active,361.826
2019-11-02T17:53:04.984Z,Walking,6.309429168701172,40.044227600097656,Active,161.805
2019-11-02T17:55:46.789Z,Walking,19.654537200927734,164.99641847610474,Active,231.009
2019-11-02T18:00:12.028Z,Walking,10.229915618896484,115.29945945739746,Active,165.32046512
2017-09-16T22:49:51.059Z,Walking,5.122163414955139,26.495885848999023,Active,193.709
2017-09-16T22:53:04.768Z,Walking,153.8339385986328,648.5610189437866,Active,1996.403
2017-12-29T01:26:00.000Z,Sleep.light,11.676058769226074,71.0,Active,5580.0
2017-12-29T02:59:00.000Z,Sleep.light,4.670423984527588,0.0,Active,240.0
2017-12-29T03:03:00.000Z,Sleep.deep,24.519723892211914,0.0,Active,1260.0
2017-12-29T03:24:00.000Z,Sleep.deep,53.709869384765625,0.0,Active,2760.0
2017-12-29T04:10:00.000Z,Sleep.light,286.0634460449219,17.0,Active,30000.0
2017-12-29T05:01:00.000Z,Sleep.deep,46.7042350769043,17.0,Active,26940.0
2017-12-29T05:01:00.000Z,Sleep.light,50.20705032348633,17.0,Active,26940.0
